username	avr_words_pr_tweet	favourites_count	followers	friends_count	listed_count	recorded_tweets	retweet_count	statuses_count	advertiser
MATTyG 🐺	9	9902	242	187	2	1	1	6787	0
S L Townsend	25	5285	15817	17390	166	1	1	3111	0
ROBERT L DARBY, JR	19	20	466	2043	2	2	2	30982	1
Ola Nyström Ⓟ	13	82	319	620	43	1	0	4261	0
MarkFUNDINGSLAND	10	75120	794	1961	321	2	0	218485	0
Hip-HopVibe.com	18	465	8114	1388	171	1	0	109780	0
CORBETT clark	17	0	0	25	0	1	1	67	1
Scott Huffman	19	16387	10529	10299	35	1	0	3264	0
Charles B. Ledford	15	63177	1202	2500	24	8	8	76368	0
Natasha	20	722	235	41	0	2	1	65	1
Andrea J. Terpe	25	48159	904	1641	7	1	1	53460	0
@Mezieblog	17	7113	3570	4596	1	3	2	9622	1
treasa stewart	19	0	0	140	2	2	2	16	1
ZandileJikolo🌹	17	2291	83	395	0	1	1	128	0
Jennifer Drake	24	11808	816	3514	46	2	2	12461	1
Chloe	18	97537	1214	4925	4	13	13	90300	1
Agent_X_	19	41	500	294	13	1	1	559	0
Kris Vatter	19	6572	364	408	31	1	0	7111	0
💯 DAN 💯	17	12492	756	1050	102	1	1	25218	0
In Focus: America	19	51	37	62	0	1	0	530	1
owenski	1	2029	367	378	0	1	0	2857	0
Kristi Powell	4	19090	1159	3992	23	1	0	20473	0
Linda Horvath 💙 Voted Blue	23	6455	1186	1809	6	1	1	9419	1
⁞⁞⁞⁞ ꚚꚚꓘ ꓯꓘꓲШ ⁞⁞⁞⁞	25	34	25	113	4	1	1	505	1
Sarah🎄	12	25488	631	3479	127	2	1	34269	0
Mad Asian	23	9376	1636	614	17	1	1	3461	0
cariña	12	6214	146	152	0	1	1	7787	0
👑 King P'Challa 👑	14	3493	1014	956	21	2	1	37459	0
What the Elle	16	38586	357	789	6	5	5	8343	0
Leels 🇨🇦	21	25106	950	442	42	1	1	18293	1
aus usa	27	12179	1612	1522	50	1	1	16571	1
Jimmy Blomkvist	20	18630	1988	2212	52	2	2	59383	0
PanGeo	19	433	280	152	21	1	1	630	0
Carleen Eldred	17	0	0	0	0	1	1	6	1
pepzeal	22	688	27	75	0	1	1	6340	0
BewareAlphaGal	21	19716	158	94	1	2	1	20381	0
NWIndiana Cubs Fan	22	26317	127	69	35	1	1	17031	0
Johnny BCCB	21	2260	60	284	1	1	1	1907	0
Rhian Jones	20	1493	146	79	4	1	1	2274	0
Julie Freed PhD	14	13056	9480	8940	275	1	0	12554	0
Mike Zannam	17	0	1	0	0	1	1	29	1
Sandy Fager Nelson	12	54863	1811	4083	35	1	1	62179	0
Alex Belleza	24	195	27	72	0	1	1	42	0
macia$$	23	22041	740	511	7	1	1	21246	0
zaragoza ✶ ✶ ✶ ✶	21	6893	138	192	1	1	1	12124	0
Ride with Mike	20	90392	1104	1894	32	2	2	21257	0
Noriko Edgar	21	25965	545	131	13	1	1	31081	0
ShawnDesouza	8	4	880	1872	142	1	0	3284	0
Marcelo Cicconi	19	5107	121	535	1	1	1	15124	0
Michael Parsons	21	6668	325	868	10	1	1	12625	0
Butch Chiasson	19	107738	1574	3307	27	3	3	26410	1
Adrian Tentea	25	330	19	117	0	1	1	980	0
O'brien Kellee	16	0	3	0	0	2	2	67	1
WMC Must Fall🇿🇦	26	420	1236	884	0	2	2	330	1
Santa Sacks Company	21	153	190	63	3	1	0	330	0
🏳️‍🌈Pablo *Pabs* Ochoa🏳️‍🌈	19	14567	1754	1804	5	1	0	13086	0
Jay Simpson	21	1961	60	100	0	1	1	1764	0
nubia62 redondo	14	4501	2031	1988	344	1	1	46940	0
Twickenham Biz Assn	16	1449	4115	246	76	1	1	4800	1
WuWu Wally	22	20939	155	165	0	1	1	9804	0
A. J. Gallant	19	2622	4955	4543	420	1	1	29580	1
Sam Shenton 🏳️‍🌈	18	115066	2444	1582	14	1	1	83064	1
Montgomery Granger	23	45605	78721	77619	1500	1	1	478066	0
Neil Hedley	22	3974	3419	3306	146	1	1	27695	0
SeaWeed Salem Mass	13	2784	85	256	4	1	0	949	0
Lynn	14	34390	9525	2783	6	5	3	8852	0
Eric Wright	9	17964	961	1033	24	1	1	15927	0
Jade-o of Pittsburgh	19	47454	1226	1611	1	1	1	38219	0
Gabriel	22	7943	203	178	9	1	1	3393	0
Seed	10	3172	84	224	0	1	0	1476	0
Dumpster Peacock	23	3331	1903	3021	232	1	1	219151	0
Gino LaWritera	9	7	1479	2617	368	1	1	52013	0
adan abdi	15	762	134	627	13	1	1	2583	0
Poorav Dhingra	24	48	10	184	0	1	1	137	0
Bateman & Son Ltd	22	354	470	501	30	1	1	4970	0
HG Lynch	17	146	725	458	16	2	1	5967	0
Citizen Crypto	22	2495	2279	2114	73	1	1	10856	0
Approach The Coach	13	756	9870	5263	256	1	0	3499	0
Ari K	24	24941	810	539	25	1	1	26136	0
Erin Browning	24	266	79	260	2	2	0	322	1
Kryska♡BDAYMONTH🕯	23	17798	4560	2763	84	3	3	7261	0
GoriestPunk	21	8965	200	451	1	1	1	6221	0
Sam Tritton	22	4394	1023	4253	2	1	1	4637	0
kay.	21	5293	596	161	1	2	0	7243	1
luis alfredo	13	45041	1412	1358	1	3	3	18197	0
Turkey Lad	17	821	325	725	0	1	1	343	0
NinosW	9	3	50	68	2	1	0	876	0
carkeys	5	4357	939	940	34	1	0	9353	0
Theresa❤️🇺🇸❤️🇺🇸❤️	26	22382	1015	1013	0	1	1	10509	1
deb latham	20	122	9	46	7	1	1	65	0
Andres R. Martinez	15	66	2302	2575	158	1	1	36152	0
#Rafale	23	3331	224	186	1	1	1	5041	0
LadySerraXO	23	23100	11660	719	87	3	3	27769	0
Emile Perez	22	21154	670	598	5	1	0	5362	0
Mr_South	17	12256	191	267	20	2	1	10375	0
Judge Geof	20	814	39	75	0	1	0	1043	1
Sadistic SolidNick	4	19335	270	174	7	1	0	37947	0
Ryan Painter	23	964	221	3990	4	1	1	9855	0
Kikistandsup	24	3950	267	373	3	1	1	3501	0
Shill For Our Reptilian Overlords	11	0	48	469	0	1	0	490	0
Second Income Tips	20	34	2533	4822	31	1	1	1411	0
Northern500	24	9223	685	2673	1	1	1	2164	0
#DalesNews	25	14927	934	915	29	1	1	7443	1
Kari Salmela	14	41538	761	1702	61	1	0	49619	0
Dickie Partridge	13	15	916	817	165	1	0	14774	0
Destiny YountDawson	17	0	3	0	0	1	1	30	1
Morgan Malone	20	1930	165	193	0	1	1	1231	0
Sock Dreams	12	11512	7583	3275	265	1	0	14651	0
stalo Papanastasiou	15	6326	1296	818	18	2	2	2121	0
Abraham Esparza	13	10600	1841	5001	91	17	0	82801	1
Andy Armitage	22	120	63	78	0	1	0	1491	0
Jacques Malan	21	294	164	333	2	1	1	238	0
Hyena Hyena	22	69	11	201	0	3	3	245	0
Helen Keller International	18	2061	4631	874	194	1	0	5387	0
jazzyjwelz	19	3006	2779	5002	0	1	1	6016	0
The Big Beanbag Company	18	36	29	22	0	1	0	48	0
Márta	24	73557	10146	8057	22	1	1	46222	0
Skylar	23	324	29	518	0	1	1	130	0
Amo Putaria	17	62497	4979	1570	103	1	1	43960	1
Antisocialmedia	8	26541	904	727	33	2	0	88737	0
SeaSpray Jewelry	17	254	60	122	0	1	0	300	1
LZ	7	1653	268	208	6	1	0	6544	0
deedee	21	4944	3210	2923	117	7	7	283792	1
Andrea Patrick	24	560	910	1222	57	1	0	4305	1
Joe Slezak	24	16028	390	447	41	1	1	10197	0
🦋Marilu🙈🙉🙊🌻	10	419	52	51	0	1	0	263	0
Pursuing X	10	5862	1511	797	9	1	0	1292	0
David Indeje 🇰🇪	26	1280	3966	902	186	1	1	116942	0
louise	22	2481	61	747	0	4	4	3237	0
Louis Hery	22	9	8	81	0	1	1	8	1
Andrew Green	22	1496	4194	1518	219	2	0	11139	1
whita 🌻	21	9719	988	949	16	1	1	31596	0
AllGizt	19	57	2	11	0	2	2	226	0
🅢🅣🅔🅥🅔🅝🅢🅔🅝🅣	10	72095	2192	4088	482	2	1	119876	0
Nivag Crockery	18	113	469	605	20	2	1	1347	1
Saraneth	19	2511	40	107	0	1	0	4252	0
Le Dang Khoa	11	848	529	1938	12	1	0	4842	0
Nic Boness	2	25	12	47	0	1	0	47	0
follow_josh	22	129	384	1369	0	1	1	156	0
marddcomicsfan	15	13	17	237	1	1	1	2906	0
SusanneML#Paz🎗	7	120366	13606	11312	128	1	1	195007	0
Jessica Elliot	11	3	116	209	13	1	0	716	1
Chata Kato	11	12997	9109	4030	232	1	0	74589	0
Micha El	23	63	24	32	0	1	1	245	0
Rahul Pandit	22	182	6	117	0	3	3	110	1
τι μας κρύβουν®	13	72101	5720	3090	41	1	1	95795	0
TheKeyringShop	8	124	1169	2154	75	8	0	5399	0
Lia Fuentes	20	403	27	186	0	1	1	318	0
Pinkfirehunter	6	3044	160	859	0	1	0	4580	1
Сlarity #EOSex	19	8013	5594	4237	22	1	1	10538	0
Mack Lowe	16	1912	218	691	0	1	1	445	1
Rev. Dr. Professor Chandler Boof	8	2514	369	320	6	1	1	7556	0
Simos Chiras	24	321	148	368	2	1	1	490	0
Cheryl Shanks ⭐️⭐️⭐️	24	118773	4518	5000	6	1	1	60609	0
HDdd5star GAMING THERAPY	23	13724	1029	4530	3	1	1	6345	1
Nelao Sheila	6	4	57	163	3	1	0	8	0
Lizabeth Olsen	17	0	0	49	0	1	1	98	1
Praewyy 🌙	20	1301	78	304	0	1	1	1424	0
James 🌊	17	86216	5746	5599	8	1	1	50263	0
Paul Bourassa	18	89157	265	250	5	1	1	14450	0
Aleechea Pitts	18	184	18	22	0	2	0	178	0
moore Mabelle	17	0	2	0	0	1	1	66	1
X	20	6336	130	112	0	4	2	1698	1
Miguel Angel	18	18004	518	860	86	2	0	20767	0
KING KING🤴	8	1893	331	787	0	1	1	1994	0
BCNApartmentRentals	21	132	283	336	0	1	0	1876	0
Kathryne Sendhardt	17	0	0	0	0	1	1	11	1
Mike Fitzpatrick	24	13327	430	580	2	1	1	6988	0
yobexx	20	356	67	175	0	1	0	313	0
AICN Anime	11	134040	55191	6243	653	1	1	315944	0
❣️	21	1299	98	674	9	1	1	267572	1
Katherin Kaiulani	23	1592	2699	4963	3	1	1	29466	1
𝔅𝔯𝔦𝔱𝔱𝔫𝔢𝔶 𝔐𝔞𝔫𝔫𝔦𝔫𝔤	25	9146	101	319	0	1	1	2622	0
Toyota Of Bellevue	20	2913	128	351	6	1	0	4037	0
FoxFury_Maria	23	2554	175	332	4	1	1	436	1
James 🌲	7	509	21	163	0	1	1	71	0
christinedodri1	15	54908	2442	5001	136	1	1	55337	0
KIZZ DANIEL	17	484	1219	2	2	1	1	3806	0
ＧＲＥＧ	13	22745	833	2109	51	1	0	85503	0
Graham Davies	9	2006	52	263	1	1	1	1994	0
99sketches	15	6	13	124	0	2	0	8	1
ʟ.ƪ.ռkaγɪ̣̝̇ •ɨhε gåƪåctic•	23	3993	125	205	3	1	1	3621	0
Gloria Chu	23	1257	23	433	0	1	1	556	0
vkkarri1	15	9259	324	387	8	1	0	4163	0
🧁🧁CUPCAKE PUP🧁🧁	9	32183	3578	300	12	1	1	11837	0
Mary (Mayhem)	24	20865	2321	4945	7	1	1	32136	0
Tommy B	9	2665	528	417	0	1	1	11360	0
Monica Reents	16	5752	4013	5001	108	1	1	17295	0
Craft Beer Cartel	20	14	189	163	8	1	0	607	0
Randall Racine	19	171172	1984	1985	25	1	0	6837	0
Christa Hernandez	11	0	14	121	0	1	0	32	1
Fandi Stürz	21	912	503	317	0	1	0	6002	0
CrusaderForce	20	79810	17738	9891	31	6	6	106579	0
8mobile.org	17	25	417	1952	18	1	0	1253	1
Tony Randall	25	259	128	241	4	1	1	1116	1
angelanaa	24	5791	5318	5932	2	1	1	6027	1
Caroline Rogers	19	6144	5738	3175	183	2	1	19543	1
🌼🌻💚Kiki LOVE	22	5219	3068	3509	14	3	0	29911	0
SunnyAllison (Bookhoarder extraordinaire)	20	21445	101	320	14	1	1	18895	1
PerpetualKid	18	615	5026	4263	167	2	0	12292	0
Darnell 🇹🇹	12	11904	18669	6816	580	1	0	107032	0
Berkay Sevgili	5	14194	261	200	1	1	1	3810	0
Courtney von D	25	183	59	65	0	1	1	222	1
3Joes	9	3509	701	1885	31	1	1	13289	0
Rotha Brunettoburd	24	118625	1917	1168	10	1	1	95174	0
Melinda Robicheaux	19	10642	298	258	0	1	1	10388	0
Madhab khanal	23	344	20	55	0	1	1	60	0
Barb atkins	17	0	2	0	0	1	1	18	1
Patriot Pets	24	4614	7521	7418	44	1	1	14979	0
John	15	49569	16264	1244	6	39	30	15498	1
Philip Murphy	12	6839	82	46	1	2	0	8100	1
Mom Needs Chocolate	15	5673	5580	3842	123	1	0	8069	1
The next big thing	18	2094	1738	880	14	1	0	34708	0
محمد بن شافعه .	10	1189	832	172	5	1	1	21456	0
charmayne	23	2046	877	699	5	1	0	14436	0
Elizabeth Caldwell	20	3019	229	1115	24	1	1	3073	0
Risi	7	27131	198	582	1	1	1	25149	0
aint that the truth!	7	230557	300	199	3	1	1	91228	0
William Clark	12	8065	1102	1353	7	2	1	11609	0
Lauren Haeger	23	3882	9102	493	51	1	1	10300	1
Fred84029	27	10021	358	356	5	1	1	7472	0
Meeks	25	6251	52	464	0	1	1	4307	1
Veronica Stewart	16	1582	46	61	5	1	0	1277	0
💎Tanya Takes💎🏴󠁧󠁢󠁷󠁬󠁳󠁿	24	613	1320	159	12	1	1	2629	0
Kevin mulloy	23	14077	568	691	0	1	1	2607	0
Maureen Parker	14	21419	986	3948	180	2	1	35380	0
Julio Valenzuela López Lecube	18	19378	172	82	3	1	1	19362	0
Patrick Davis	7	4970	483	1965	29	1	1	3410	0
Kevin Annis	21	27496	561	1648	7	1	1	42249	0
Baldur's Gate	25	613	2301	25	25	1	1	675	1
Rick London Gifts	23	0	1078	698	354	2	2	202462	1
Seda Koçdağ Akyüz	11	131	195	569	0	1	0	1490	0
Cheryl Larimer	23	1049	471	4591	36	1	1	7895	0
Phil Madden	23	10089	60	114	0	1	1	3829	0
NotAnImminentTreat	24	31105	197	667	0	1	0	5781	0
mr8mister	14	2830	127	3429	0	1	1	2479	0
Kamelitø	15	2263	327	2749	14	1	1	2532	1
Large Lappie	25	28362	670	1094	3	1	1	3167	1
DJ Tangerine	24	70056	890	842	6	1	1	2928	0
Voodoo_Child	25	26942	402	406	21	1	1	17144	1
Andrew Sawyer	21	4344	3502	4003	181	1	1	99825	1
MKX Chrome	18	58	746	71	25	3	0	236729	0
Lindsey	17	13964	361	54	1	2	2	1748	1
Fort George	19	1191	19	266	0	1	0	1919	0
God Save US	18	33996	461	696	1	2	1	15239	1
Slenderman	12	57703	477	534	1	1	1	18615	0
Brandon Gonder	23	1688	409	1673	6	1	1	4349	0
Sakib Arain	17	204298	2229	3306	49	1	0	71274	0
Justice ❌	27	26146	9813	10148	6	1	1	38929	0
JLV	12	5038	529	747	7	1	0	12812	0
JLP	7	6313	1150	674	13	1	0	11146	0
Oil Painting DVD	16	8	685	167	21	2	0	472	0
Diomira Cennamo	12	288	881	862	182	1	0	4851	0
🇺🇸🕎RED TSUNAMI IS STILL COMING♡ 🕎🇺🇸	9	6029	979	3567	12	1	1	13611	0
Always5Star	18	297929	39252	10183	726	2	0	91892	0
Ian Lederer	20	3311	382	593	9	1	0	2259	1
Joanna Ford	20	1834	414	4992	13	1	1	7512	0
selenasheartbeat  🌋	18	62748	4103	3671	19	1	1	130307	0
JLC	23	2323	71	296	0	2	2	776	0
Linda Thompkins	1	5522	10629	4944	507	1	0	40689	0
🇪🇺🇬🇧🤝Helen Higgs #FBPE #PeoplesVote	23	42874	4181	4683	30	1	1	19549	0
M.O.T.M Tipster	14	6597	7862	58	105	1	1	18079	1
IntotheVoid	9	2792	1834	2198	6	1	0	25997	0
Regie Boatswain	9	2607	117	274	1	1	1	1880	0
MAGA Gracie	21	213887	3942	2239	50	3	3	212014	0
#Rheall💜	21	98914	2378	2499	2	1	1	52448	0
Fabulous Fi✨	13	47693	1533	3439	69	1	1	23330	1
God is with Trump	21	157761	4541	2270	79	4	4	195074	0
Dalton James Perdue	21	148999	1128	1997	31	1	1	70930	1
T.T Siboza	16	2892	2072	3302	2	1	1	1578	0
1 786-597-2963	24	203596	868	34	2	1	1	232277	0
Duncan Appleby	23	11001	1338	4460	14	1	1	2110	0
Green RX	17	24	56	62	0	1	0	44	0
nan onest	24	1696	76	180	1	1	0	976	0
Leetom Flanagan	17	0	1	406	0	1	1	49	1
🔥Follow help 50k🔥 ‏	13	5759	9533	9446	9	2	1	2615	0
Paul Connolly	20	27254	955	28	1	2	2	19229	0
Jit Bose	7	2510	1433	734	39	1	0	2137	0
obiwinds	23	2158	301	451	20	1	1	52647	0
Brian John Kitchen	20	189774	23298	14129	1285	2	2	255626	0
Benji Jones	23	329	384	782	55	1	1	41695	0
Rochelle Trevino	17	0	0	0	0	1	1	24	1
Cal Millar	23	1166	3877	4554	66	1	1	24179	1
Is that all there is?	15	10489	342	712	29	1	1	126	0
Clint	9	43564	2068	4750	14	1	1	13576	0
Kim Moore	19	18336	412	499	1	1	1	19471	0
Gwenyth Santagate	11	53	368	294	22	1	0	13184	0
Todd K	15	1540	262	1197	1	1	1	3265	1
katherine PSN	9	3752	747	1691	4	1	1	2539	0
Chris Lynch Writes Stuff	16	1497	801	1085	96	1	1	16585	0
Royal Girls	17	2735	118	29	1	1	1	2611	0
Suffolkoddsandends	11	7629	3958	5001	83	1	0	29667	0
Todd C	6	4425	304	206	1	1	1	3686	0
Main Chick👑	7	4446	2757	715	9	1	1	49723	0
Click Thermal	16	179	1166	4691	8	2	2	138	0
Alisa gobbeo	17	0	0	0	0	1	1	26	1
KDP Masters	20	0	231	31	26	3	3	9476	1
Chris Wray	6	27101	475	997	10	1	0	21089	0
K a m b i🕴👑	17	11853	12175	11239	2	1	1	12275	0
richotels	21	31	136	47	0	7	0	12	1
Mike Haberman	12	710	13499	5768	867	1	0	25281	0
Mike Dunn	20	30039	793	499	18	1	1	16025	0
Roxanne Mendoza	12	130	14	41	0	1	1	113	0
Monster-Shop	18	3944	6701	1728	13	1	0	1475	0
vikram	20	3687	130	376	0	1	1	3737	0
Bebert EL Cavalos	18	66243	23027	22770	3356	1	1	60043	0
Kernow4Corbyn💚 🇵🇸	22	165059	2068	568	213	1	1	178386	1
ゆうくん	21	2332	138	259	8	1	1	47647	0
Gary Breville	9	19958	307	184	10	1	1	22272	0
Ray Bourque	23	212	41862	210	348	1	1	722	1
🏳️‍🌈	7	422	832	222	3	1	0	15295	0
The Minecraftian Wiggles	14	75	8	56	0	1	0	225	1
jill enos	18	21524	151	141	0	2	2	9191	0
たまみ	16	67764	377	3514	3	1	1	16147	0
Blessing Lentsoana	26	208	29	216	0	1	1	488	0
Claire Rennie	11	47	117	342	0	1	0	72	0
Postgram	10	82	305	2021	0	3	0	188	0
OceanicPicon815	20	29372	236	805	3	1	1	23564	0
rfffff	9	25260	48	48	0	2	2	16831	0
WizardBlog	20	9	10	22	0	1	0	12	1
ani sherpa	13	12746	106	199	0	1	1	7156	0
Descendent	23	4621	2045	982	93	1	0	82055	1
AuctionWarehouse	7	18	3155	4773	27	23	23	785	0
zorgmodoc007	12	4148	1696	4754	3	1	1	4696	0
Adam Schitt	8	2378	376	459	0	2	0	5077	0
RiddleMeThis	17	20921	298	378	14	3	3	27117	0
buria	15	1320	439	123	39	1	1	121262	1
Sylvain Bernard	17	53	9	76	0	1	1	195	0
jenna tisdale	13	8084	197	286	100	1	1	9707	1
Sots56 ❌🇺🇸	18	38300	536	234	3	1	1	36696	0
maGnN4Ta1.	14	23	2	56	0	1	1	2	1
Young Investor	18	270	4417	3712	18	2	1	2960	0
JimIE	20	2977	456	137	5	1	1	6004	0
Sir VM 	23	2201	436	569	0	1	1	1252	0
Mark Storm	20	6	667	90	24	1	0	1604	0
Hans Bager Nielsen	20	3293	258	759	1	1	1	5348	0
#KnightForever 👑💙	21	44268	1278	1006	34	1	1	185206	0
Rosie the 50' Feminist	23	53615	2665	3863	81	1	1	40852	0
Ddphdhd	11	1003	8	78	0	1	1	68	0
Cordelia Bracht	24	33357	888	761	37	1	1	37042	0
Mojo	15	5691	182	430	0	2	2	4669	0
Bloød	14	1165	10	23	1	1	0	287	0
#MediaMorris	12	228	652	321	197	1	0	4484	0
Behold Jewellery	15	980	30159	30069	143	3	0	5125	1
Vickoula NΥ	9	5332	73	14	0	1	0	701	0
Bruce Mirken	23	8749	1306	474	171	1	0	40426	0
Kevin Troy Zeero	25	7770	1981	404	1	1	0	25782	0
🥶♠️	22	12798	1008	729	2	1	1	9825	0
Cromwellos	9	0	1	6	0	1	0	4	0
Dokikat	21	105	6	19	0	1	0	79	1
St. clair	23	309	3	28	0	1	0	39	0
Amanda 🇨🇦🇦🇺🇳🇿🇬🇧🇺🇸	10	25455	1583	2642	3	1	0	17692	0
TheOff⚡️cialThuijs	9	2704	530	331	0	1	0	1733	0
Doucette Natisha	17	0	3	0	0	1	1	72	1
arette_ cirque	15	4035	4535	4455	1	6	6	914	0
Vincenza Ferraioli	8	1174	1186	831	785	1	0	45446	0
Mehmet Pandul	11	80	74	376	0	1	1	79	0
Brian Dunseth	15	10396	12091	3736	312	1	0	75536	0
Home Of The Star's	21	399	72	196	1	1	1	1680	0
Randall Kane	12	345	1435	746	103	1	0	12569	0
Billingtons Vauxhall	15	124	474	59	4	1	0	283	0
✨Trina: Music Ambassador ✨	11	460	2666	889	127	1	0	59775	0
Parmentier Kathy	17	0	3	0	0	1	1	23	1
AAA (छोटा a)	3	7316	1233	4848	38	1	0	7657	1
Elected fan	18	50	2	38	0	1	1	232	1
🌳Sarah Rees 🦅	23	11659	2378	2013	97	1	1	14738	0
Tony Vincente	6	6970	17823	16544	145	1	0	6704	0
JerkOfAllTrades	21	2656	1211	1132	8	1	1	37362	0
THE ELITE KURT BUSCH	23	12321	657	1032	18	1	1	7063	0
Liz Wragg	22	2304	105	1250	0	2	2	3575	0
LORD 👑 FOURTH	12	4445	1543	1565	1	3	3	4005	0
Marilyn Wrixon	25	10396	130	454	0	1	1	11775	0
Kellie // 74LimeLane	14	360	1139	961	54	1	0	25778	0
RococoInc	7	228	131	425	1	1	0	529	0
Luke Mulks	21	6442	2492	4030	115	1	1	17748	0
Julie Denoual	21	31415	452	216	40	3	3	49900	0
Amelia	23	247	263	266	0	2	2	108	1
Stephenie Schottland	17	0	0	0	0	1	1	13	1
valerie selby	22	112289	1732	1604	271	1	1	173953	0
Programmed.BOT	19	21909	192	307	0	1	1	18893	0
Willow Morrison	17	0	0	0	0	1	1	115	1
Ryan Elliott	15	2	36	63	0	1	1	382	0
Oak Tree Gun Club	14	0	304	60	1	4	0	21	1
Beauty Lover UK	21	743	1473	157	7	1	1	870	1
ukcomputerfairs.com	18	130	539	1140	3	1	0	241	0
Angela Amenta	27	7831	1493	2069	108	1	1	25721	1
Chronically Hopeful	20	1059	153	333	1	1	0	732	1
Brooks Johnson	13	842	146	474	2	1	1	3055	0
Adriana María	20	87750	15747	3418	255	3	3	198988	0
Brielle ¯\_(ツ)_/¯	13	7182	96	150	0	1	0	3721	1
Kenosi Mashwabi	26	3449	676	503	8	1	1	5845	0
noname_83109	19	2423	4	6	0	1	1	3582	0
Greg Gray	20	3789	35	69	0	1	1	224	0
CAMEHOTEC	22	83	18	36	0	1	1	56	1
Copper and Sable	22	16	56	240	2	6	3	89	1
The Business Fairy	15	13268	4252	3976	362	1	0	13569	1
Maddie Clark	17	320	78	379	50	1	0	16888	0
Contrary	20	1788	540	4988	74	1	1	19842	0
Diggs Asakura	22	9671	13	98	0	1	1	365	0
Casi{ #SaveElephants🐘	18	12221	769	1407	27	3	1	43586	0
Andrew Bruno	21	31	0	57	0	1	1	2	0
Ian Smith	16	4520	745	2206	89	1	1	8023	0
ᶜᵒᵘʳᵗⁿᵉʸ	12	1694	205	381	9	1	1	12483	0
No Name	6	11	6	30	0	1	0	58	0
Good News Everyone!	21	18152	289	560	26	1	1	19992	0
Sha291193	23	9110	240	68	1	1	1	8968	0
Petra B. 🌻	21	3018	147	1457	2	2	2	3818	0
Mister Mistry	14	536	1083	632	24	2	0	6131	1
Trupti mahalle	24	1545	15	252	0	1	1	1047	0
chantelle	20	68614	3936	4624	123	3	3	161528	0
Gillian Jeffery	23	3197	4809	5023	259	1	1	43778	1
Vernetta Deschand	17	0	1	0	0	1	1	19	1
Ben⁴⁸	11	7851	558	224	18	1	1	26871	0
JaySandlinWriter	19	75350	9243	2622	104	1	1	75298	1
Wiltswanderer	23	1450	226	641	4	1	1	2086	0
￼	20	15744	2054	1463	4	11	8	13667	1
Laura PL 🌺♿️🚑👨‍👩‍👦‍👦🌞💪✌️	17	9887	959	1431	6	1	0	13996	0
KnowTechie	17	4788	1352	364	63	1	1	26657	0
Romel Lezama	22	15996	700	1381	5	1	1	66842	0
Mohamed Amer	15	54	153	449	15	1	1	10064	0
Dave Baird	10	80	94	165	6	1	0	245	0
Hell L Cool J	23	18202	258	192	3	1	1	10348	0
lrignaf ma i	15	1600	345	322	2	1	1	23503	0
Shutterstock Editorial	14	426	2167	65	62	1	0	5387	0
Kate Griffin	9	643	1254	873	92	2	1	58479	0
Malvin	21	2109	20	146	1	1	1	470	0
LanaPlayGame	21	12701	59	206	0	1	1	13321	1
christine bumiller	18	11340	54	123	2	4	0	1552	1
RevoTechnologies	20	141	855	211	27	1	0	689	1
BasedAmy ❤️(#SpeakersCorner aka #BaconLady)	11	7650	5714	595	20	2	1	10145	0
LED Girl KC	22	8715	520	875	22	1	1	6674	0
Meghanrose	14	177	35	129	0	1	0	92	0
MV Tube	23	196	1513	677	3	3	3	169	0
Stephen Richards	22	636	1157	5002	42	2	2	238448	0
vergara Melaine	17	0	0	35	0	1	1	19	1
❌Jurassic ❌Jones ❌	25	46842	3865	4959	2	1	1	49033	0
Sökmotoroptimering	18	4410	891	73	439	3	3	4164	1
M i Z o o K S	24	534	65	263	0	1	0	127	0
That Guy Named Duke	19	1853	21	109	0	1	0	274	0
JUICE	10	6392	749	996	9	1	1	8024	0
𝙻𝚊𝙳𝚞𝚎ñ𝚊𝙳𝚎𝙼𝚒𝙲𝚘𝚛𝚊𝚣ó𝚗	12	30883	497	328	1	1	0	10737	0
P......😎🤔	23	108094	2126	1516	103	2	1	132130	0
꒒ꀤ꒒ꌩ🎄; Mrs.Beat🔥	9	8784	84	522	0	1	0	6351	0
Barry L Barney	11	21448	1083	817	22	2	0	13398	0
Croatan Sound	21	1230	1670	2008	240	1	1	217553	0
Sandra 🌈	22	329236	1567	151	168	1	1	278530	1
Babes Images	24	5	9995	97	35	1	1	5007	0
Laura Fisher	21	4443	75	298	0	1	1	3624	0
龙天赐	21	33042	152	231	1	1	1	20251	0
S.Yokesh	21	2979	254	562	1	1	1	2231	1
AlinaSalazarGongora	23	19693	117831	104493	338	2	2	172068	0
Lift Clothing	11	8580	844	173	76	1	0	7345	1
darkvenator	16	20	164	401	1	2	2	11057	0
Void God Existence	7	10406	864	1486	0	1	1	4222	0
Anu Chopra	22	5851	332	2223	68	1	1	81358	1
Jackie Barker ANDIAMO-Let's Go!	24	41371	12914	13628	229	1	1	137013	0
🍃🌹🍃ACOREANA🍃🌹🍃	17	9738	823	1286	0	1	1	2530	0
David Hitchen	14	11	5	41	0	5	0	23	0
NEWS TODAY	16	17	34	1	2	1	0	2111	0
OaxacaMail	7	0	133	132	63	1	0	3200	0
Android Guy	17	1647	88	806	8	1	1	6314	1
Lindascraftstudio	19	43	78	187	1	1	1	481	1
AJ.	15	12159	595	381	1	1	1	32882	0
Mark Vallen	18	340	300	126	49	1	0	3742	0
Properteam Limited	21	36	1312	1414	19	1	0	907	0
